,Unnamed: 0,artist_mbid,artist_name,artist_playmeid,danceability,duration,energy,key,loudness,mode,release,release_7digitalid,song_hotttnesss,song_id,tempo,time_signature,title,track_7digitalid,track_id,year,genre
346,862,0bc858a1-3573-4216-9423-c96dd8c72919,Twista,1634,0.0,259.36933999999997,0.0,0,-6.945,1,The Day After,138186,,SOEWBVN12A8AE48CB0,114.75200000000001,4,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),1434296,TRAIPZU128F42418F0,2005,Rap
347,863,f5abf27f-4785-4777-9ea6-234a1d143ee7,X,47105,0.0,233.22077000000002,0.0,9,-6.898,0,At Home With You,200559,0.265861049211,SOCPSMO12A58A7C691,141.846,4,All Over Now,2183470,TRAIPQD128F4258D24,0,Pop_Rock
348,865,283fb96d-1f5c-4b74-9bea-3e4504f07fa3,Geddy Lee,-1,0.0,271.46404,0.0,0,-5.956,1,My Favorite Headache,9039,0.661445222903,SOQRTCV12A67020430,119.95299999999999,3,Runaway Train (LP Version),91904,TRAIPZY128E0787299,2000,Pop_Rock
349,866,25854cde-8c11-477b-8242-a86de1a4a003,Sunnyland Slim,21253,0.0,344.71137999999996,0.0,7,-14.165,1,Chicago Blues Festival 1974 With Jimmy Dawkins,324688,,SOTRCLJ12AB0182F40,108.105,3,No More Troubles,3656384,TRAIPUM128F92DCC5E,0,Blues
350,867,e9e2a634-984f-4c10-bf7b-7970179e1ef1,Suicidal Tendencies,12797,0.0,61.83138,0.0,7,-7.499,1,Still Cyco After All These Years,282227,,SOSEMEI12A58A7C561,235.33700000000002,1,Two-Sided Politics,3140522,TRAIPAB128F42626AE,1987,Pop_Rock
351,871,96b1d906-0fda-406d-beb6-19c6758998df,Robert Palmer,1355,0.0,247.95382999999998,0.0,11,-17.664,0,Double Fun,25024,0.445454525493,SOJCYES12A6D4F78AE,119.389,4,Love Can Run Faster,265051,TRAIWNA128F145E2CD,1978,Pop_Rock
352,873,d3506fff-19ac-4a8b-b64d-b344c07951fc,Neon Blonde,149270,0.0,170.70975,0.0,7,-5.059,1,Chandeliers In The Savannah,164326,0.523175054705,SOILAFT12A8C13AE3D,139.562,1,New Detroit,1741495,TRAIWQJ128F4287A6F,2005,Pop_Rock
353,875,aeba6cc0-8f63-454e-b15b-92195ad4ee6d,Epitaph,-1,0.0,494.21016,0.0,7,-11.017000000000001,1,Epitaph,337538,0.386477291255,SOJQNWK12AB0183758,144.84,5,Hopelessly,3776735,TRAIWBW128F92F3DE0,0,Pop_Rock
354,876,40ff8715-2cfb-4cff-9372-56b241d14520,Soul Ballet,172178,0.0,224.86158999999998,0.0,9,-6.769,0,LAViSH,230740,0.5114243256859999,SOYLCIA12A81C2387A,106.01,4,da da Diamonds,2528898,TRAIWSR128F42222BC,2007,Jazz
355,877,a894a12a-5cc9-4660-90a0-9d5af65e6e6c,Sigmatropic,-1,0.0,263.57506,0.0,1,-8.511000000000001,1,Dark Outside,223721,0.253834736132,SOKCIOZ12A8C13F625,128.006,4,The Blue Side of The Sun,2445041,TRAIWNK128F429245D,2007,Pop_Rock
356,878,67bb73ee-e70c-4bfd-9bf1-e7a09768f9a9,Milk Inc.,-1,0.0,204.25098,0.0,7,-6.62,0,Double Cream,26166,0.513517028537,SOGOOMV12A6D4F6BEB,141.00799999999998,4,Livin' A Lie (Video Mix),281864,TRAIWXX128F1461FE9,2001,Pop_Rock
357,881,60bb6dec-bbb0-4e68-b503-1786e92bd66c,Kol Simcha,-1,0.0,164.64934,0.0,7,-20.327,0,Voice Of Joy,481650,0.212045405484,SOQXSVW12A58A7A419,109.265,1,Nigun,5349693,TRANRZC128F92F3A15,0,New Age
358,882,806b793c-fb2c-401e-be44-f753c0ea2f15,Piero Umiliani,4657,0.0,158.51057,0.0,6,-11.443,1,Questo sporco mondo meraviglioso,632939,,SOASNLL12AB018129B,104.26299999999999,1,Questo sporco mondo meraviglioso,7026678,TRANRGM128F932C303,0,Stage 
359,883,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,549,0.0,13.58322,0.0,3,-24.997,1,The Marshall Mathers LP,47319,,SOWOYGM12A6D4FB4C1,120.765,3,Paul,507190,TRANRIK128F148C860,1999,Rap
360,884,7aed4d48-709a-44f3-bdb5-d3e96b89ab12,Bukue One,-1,0.0,130.61178999999998,0.0,11,-11.117,1,Triathalon,817337,,SOSWCOP12AB01864AF,192.025,7,Up Close and Personal,9030400,TRANROU12903CE0B65,0,Rap
361,885,aab7a1d7-5461-4874-8162-bc127b91da59,Danny Williams,24400,0.0,200.82893,0.0,2,-16.389,1,The Gentle Touch,345588,0.0,SOCDLSK12AB018168E,143.467,7,Stay Awhile,3873742,TRANRGH128F930779A,0,Vocal
362,887,810af667-6a1f-40df-87a9-27f726cba4f3,Tony Joe White,20062,0.0,152.842,0.0,7,-16.834,1,Tony Joe,176428,0.369053603475,SOGXGUK12A6D4FC1B4,122.236,4,A Man Can Only Stand Just So Much Pain (Bonus Track),1898408,TRANRXY128F4222CB4,1970,Pop_Rock
363,888,85fcc6c7-4b54-40dd-bd0e-0df68309acea,Mikey Dread,-1,0.0,251.14077000000003,0.0,8,-10.099,1,Pave the Way,611206,0.266955186276,SOAYEQY12A8C140810,158.813,4,Have you got a Minute to spare,6794037,TRANRLO128F92F3BE9,0,Reggae
364,889,fca2e3b9-d29c-4b41-bde9-0ea5fd279843,Hanoi Rocks,17045,0.0,236.35546000000002,0.0,11,-5.627999999999999,0,Street Poetry,346689,0.550326336193,SOILZTW12A8C1438A1,102.99,4,Walkin' Away,3928178,TRANRKN128F93127BB,2007,Pop_Rock
365,890,5c56a575-f1f4-4290-9f41-d7193c9657c4,Eyes Set to Kill,-1,0.0,238.05342000000002,0.0,2,-3.492,1,Reach,219487,0.741913731765,SOFQTGN12A8C13E0E8,91.87299999999999,4,Liar in the Glass,2394321,TRANRWM128F42873F9,2006,Pop_Rock
366,892,e3cb4543-210f-499a-b0d1-3882c312dfb9,Rainbow,-1,0.0,663.24853,0.0,11,-10.177999999999999,0,On Stage,16061,0.401486711428,SOWQVVZ12A58A7B65C,162.384,4,Still I'm Sad,170198,TRANRDW128E0793D49,1975,Pop_Rock
367,895,da66103a-1307-400d-8261-89d856126867,Nerf Herder,3363,0.0,200.04526,0.0,7,-6.357,1,How To Meet Girls,558775,0.530663030144,SOJQTDA12AB0181540,171.833,3,Pantera Fans In Love,6182870,TRANRTT128F9347342,2000,Pop_Rock
368,896,ea7e2bb8-bfb5-4307-a4c5-68df453de287,David Meece,37004,0.0,241.76281,0.0,9,-11.809000000000001,1,LEARNING TO TRUST,64571,0.0,SOGYMWC12A6D4FBAF2,104.56,4,This Time (Learning To Trust Album Version),671395,TRANREH128F14AE5E5,0,Religious
369,900,9034f787-3e79-44fe-89c1-8a082d556eec,Kurupt,2629,0.0,207.98649,0.0,1,-7.803999999999999,0,Tha Streetz Iz A Mutha,643394,0.7626468153,SORQTDS12AB0186ED3,103.596,5,Girls All Pause,7133378,TRANREH128F93462CF,1999,Rap
370,901,fe237f43-efbd-4f2c-bfd0-8d73da80cb81,Esa Pakarinen,-1,0.0,200.202,0.0,0,-14.988,0,Esa Pakarinen,327658,,SOOAWZF12AB017BE3B,125.346,4,Hengähä tok,3685686,TRANRER128F92E3424,1990,Pop_Rock
371,902,4ef7a9e2-2cf5-483a-8616-ef7791a98026,Bryan Ferry,6437,0.0,188.18567,0.0,7,-10.096,1,Frantic,27384,0.2622647419,SOZQJSC12A58A7F42F,105.361,5,Going Down,298841,TRANRGP128F1465737,2002,Pop_Rock
372,903,7a1daf7f-b972-4808-bc03-2e1e3a79dce0,Lara Fabian,2680,0.0,246.20362999999998,0.0,8,-6.945,0,Toutes Les Femmes En Moi,557613,0.41912589295900005,SOBVZHC12AB0181786,104.994,4,TLFM (Toutes Les Femmes En Moi),6167330,TRANUSB128F9343695,2009,Pop_Rock
373,908,a0d5c6a1-9887-4c66-ad99-8fd2a22fd278,Nightfall,85159,0.0,272.69178999999997,0.0,9,-5.0280000000000005,0,I Am Jesus,127851,0.45099231163599995,SOGVWVG12A6D4FCD8A,121.949,4,Death Of Neira,1319712,TRANULO128F422E6FE,2003,Pop_Rock
374,912,0f82d6b5-12fb-4569-b047-a00194f572a7,Fountains Of Wayne,6375,0.0,165.61587,0.0,9,-5.093999999999999,1,Out-Of-State Plates,11549,0.468997787645,SOODOKY12A6701C584,134.289,4,Janice's Party,118166,TRANUME128E0789D4C,2005,Pop_Rock
375,913,65dcb0ac-303d-4179-ac8a-b2881357b719,Kix,7299,0.0,268.12036,0.0,1,-11.822000000000001,1,Kix Live,288730,,SOLXAOA12A8C13520A,89.995,4,Rock & Roll Overdose [Live Version],3239713,TRANUKR128F427643B,0,Pop_Rock
376,914,f12da029-927a-4c72-9b60-103afdd740ac,Abracadabra,-1,0.0,194.5073,0.0,4,-10.209,0,En las cosas del amor...,9552,,SOKEPVI12A6701E91E,85.085,4,Otra vez,98057,TRANUUK128E0788284,0,Latin
377,917,878fb667-b443-4ddf-b7dc-130824b736aa,Roger Williams,37311,0.0,161.95873,0.0,10,-21.186,1,Till,575124,,SOKWEYI12AB018B712,86.721,4,The High and The Mighty,6375171,TRANIAH12903CA9482,0,Easy_Listening
378,920,28cbf94d-0700-4095-a188-37e373b069a7,Basement Jaxx,169,0.0,210.20689,0.0,0,-5.2,1,Scars,552624,0.637592628509,SOYXOJV12AB017FC27,85.33200000000001,5,Twerk (feat. Yo Majesty),6110028,TRANIZO128F9335764,2009,Electronic
379,924,585a9c75-dcca-4019-97df-899921f841f9,Aeoliah,-1,0.0,262.53016,0.0,5,-26.236,1,Angels Of The Heart,235960,0.3759843015,SONCRFH12A8AE495EF,99.21,5,The Passion (Regular),2586305,TRANIJF128F422E570,0,New Age
380,925,7463fbd2-60fb-471a-a5cd-d42b75d72dad,Bare Jr.,23520,0.0,230.05995,0.0,7,-7.837000000000001,1,Boo-Tay,282150,0.334706549069,SOMNCXX12A8C130C46,91.973,4,Tobacco Spit,3141548,TRANIWL128F4262AB0,1998,Pop_Rock
381,926,6784ee31-6d79-4a37-9e1f-01d6ef31940e,Dionne Warwick,460,0.0,210.96444,0.0,7,-13.765,1,Sings Cole Porter,539483,0.379523324422,SOIASMV12AB0182DC0,101.421,3,Just One Of Those Things,5976208,TRANIPA128F93151A2,0,RnB
382,928,0f6df3f2-01f5-4d9a-a047-a76c907d7b66,Swallow The Sun,160543,0.0,377.75628,0.0,0,-6.317,0,New Moon,606388,0.649398113037,SOPNFYY12AB01828D4,71.758,4,...and Heavens Cried Blood,6737279,TRANIUS12903D00EC7,2009,Pop_Rock
383,929,98b67ebc-5606-4cdb-9787-47b12cceb101,Kiss,872,0.0,240.45668999999998,0.0,2,-8.471,1,Revenge,297992,0.632080937499,SOUTCRW12A8C13D937,91.413,1,Domino,3382440,TRANIJQ128F4298A10,0,Pop_Rock
384,930,948b0451-cdcd-4037-897f-8f6130765b6b,Tony Martin,27905,0.0,192.54811999999998,0.0,3,-16.643,0,How Can it Be Told,609844,0.0,SOMMAMA12A8C13F9E7,66.568,3,Where in the World,6777674,TRANIJG128F92EFC9B,0,Stage 
385,938,a230c49b-9a1f-4159-ab7a-3d06294cc059,Dan Cummins,-1,0.0,140.43383,0.0,5,-13.605,0,Revenge Is Near,521272,,SORRHHE12A58A7EAC1,112.194,1,Chocolate Squirrelador (Album Version),5763852,TRANNSL128F92E1C57,0,Comedy_Spoken
386,940,b09775a9-957d-4101-aa88-da78b9c6ad36,Willy DeVille,-1,0.0,439.30077,0.0,2,-5.882999999999999,1,Live at Montreux 1994,409506,0.0,SOFLNBJ12AB017EC59,143.592,1,Cadillac Walk (Album Version),4555075,TRANNUW128F931B513,2009,Pop_Rock
387,941,6599cf83-c40a-40e6-b6bf-34ce19acc836,Malefaction,-1,0.0,76.90404000000001,0.0,5,-3.807,0,Crush The Dream,254896,0.0,SOEOYCV12A8C13CC6F,151.379,3,Drowning In Public Approval,2940944,TRANNDV128F427FDD8,0,Pop_Rock
388,942,02dc2981-7134-4d77-9d3f-7b68e0baced3,Viktor Krauss,45725,0.0,243.1473,0.0,10,-21.361,0,Far from Enough,9017,0.253834736132,SOWNYEK12A6701F046,93.39399999999999,4,Side Street,91676,TRANNLE128E07871BF,0,Pop_Rock
389,944,79239441-bfd5-4981-a70c-55c3f15c1287,Madonna,-1,0.0,248.55465,0.0,7,-13.603,1,Bedtime Stories,8801,,SOCYUZL12A6701FA23,111.958,4,Bedtime Story (Album Version),89480,TRANGYF128E0786C33,1994,Pop_Rock
390,945,17e137fb-59e5-4fd7-af48-afc34995396c,Atreyu,-1,0.0,227.99627999999998,0.0,8,-5.5120000000000005,1,The Curse,128106,0.8280875088449999,SOZNESJ12A6D4FD187,128.639,4,Nevada's Grace (Album Version),1322568,TRANGQX128F422F1DE,2004,Pop_Rock
391,946,bbc8d6b5-a3e3-4d51-9f4e-565e9ef94967,Rooney,-1,0.0,171.93751,0.0,11,-3.324,0,Calling The World,130585,0.51596363072,SOKJZRV12A6D4FBEF7,119.406,4,Get Away,2362960,TRANGIY128F427FA51,2007,Pop_Rock
392,947,47c97989-6370-4f0f-9007-f948bff6dd5f,Barbara Jones,-1,0.0,242.20689,0.0,6,-9.375,1,Blue Side Of Lonesome,807242,,SOQTFZH12AB0188264,176.93200000000002,4,Moonlight Lover,8926546,TRANGFI12903CC7801,0,Reggae
393,950,3b141e34-8c02-4074-b68a-7d64e3212acd,Sister Hazel,-1,0.0,188.62975,0.0,7,-5.15,1,...Somewhere More Familiar,47538,0.707172424291,SOOJCHC12A6D4F81E1,138.58100000000002,1,Think About Me,509435,TRANGCR128F148CF28,1997,Pop_Rock
394,951,,Lockwood,-1,0.0,256.46975,0.0,0,-7.3229999999999995,1,Lockwood,98433,,SOEXJDG12A8C137AE8,107.38600000000001,4,Meat Parade,1024061,TRANZJQ128F427C58A,0,Pop_Rock
395,956,31dc0d7a-14f1-4b3e-8e73-a63d7e015dc6,Bob Neuwirth,41096,0.0,209.34485,0.0,7,-9.825,1,Back To The Front,192744,0.0,SOLZZPQ12A8C130C70,123.836,4,Turn It Around,2095437,TRANZCY128F4243C80,0,Pop_Rock
396,957,77c5b09c-4a57-456f-9556-51ab5600af65,Novaspace,-1,0.0,356.23138,0.0,0,-5.861000000000001,1,DJ Edition,125275,0.437036204112,SOUNBPD12A6D4FDB4E,131.985,4,Summer Of Love,1293729,TRANZYU128F4229CDB,2004,Electronic
397,958,e12fbbb6-46fe-4099-9bfa-1aeb56aef7e6,Maysa,49627,0.0,176.37832,0.0,5,-10.484000000000002,0,Maysa,729053,0.265861049211,SONZDGL12AB018CD7C,82.72,5,Escuta_ Noel,8076256,TRANZBO12903CE2E9F,2003,RnB
398,960,401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,-1,0.0,260.96281,0.0,8,-6.68,1,Dance Into The Light,19068,0.518310319321,SOPXSEX12A670204A0,129.72899999999998,4,That's What You Said  (LP Version),201258,TRANZFP128E07995A9,1996,Pop_Rock
399,962,837555ba-012e-45f1-9a9c-9628da13ee54,Ben E. King,3455,0.0,200.54158999999999,0.0,10,-7.257999999999999,1,The Beginning Of It All,673515,0.0,SOEUZAC12AB018C2B0,157.118,1,Love Is Gonna Get You,7467156,TRANZDB12903CC55EF,0,RnB
400,963,1d543e07-d0d2-4834-a8db-d65c50c2a856,Dolly Parton,493,0.0,294.24281,0.0,7,-8.782,1,Legends,303750,,SOUXPPN12CF530E5EB,137.865,1,Light Of A Clear Blue Morning,3423457,TRANZIL128F42A2670,1977,Country
401,968,78761837-4b00-4935-b7be-601697900e66,April Wine,12976,0.0,214.43873,0.0,4,-12.550999999999998,1,Nature Of The Beast,274438,0.5131897361259999,SOZJQGK12A6D4FD5BE,138.572,1,Caught In The Crossfire,3044202,TRANZTY128F424D794,1981,Pop_Rock
402,970,92e1f515-fc89-4577-9f77-addacdaf7559,The Almost,67580,0.0,210.59873,0.0,11,-4.289,0,Monster Monster,627198,0.627929999534,SOPCFDS12AB017E0E5,84.99,4,Books & Books,6961753,TRANTFR128F931C7DA,2009,Pop_Rock
403,974,f57585d3-5356-4e8d-85cc-5f2a14a0cba2,David Hudson,75286,0.0,242.99057000000002,0.0,0,-10.15,1,Didgeridoo Spirit,253037,,SOGAMBY12A8C140D10,146.796,4,Didgeralia,2964033,TRANTFV128F428447A,0,New Age
404,975,2da87294-e651-420b-8d25-2dbc3b29a285,Craig Wedren,-1,0.0,155.27138,0.0,0,-14.98,1,Lapland,113735,0.379523324422,SOEPYBI12A8C13AF79,71.283,4,Alone in Love,1174166,TRANTEO128F429B51B,2005,Pop_Rock
405,978,8a81edd9-6f62-4ac7-afee-17dc0fec5fe7,John Mayer,823,0.0,263.36607999999995,0.0,7,-6.577999999999999,1,Where The Light Is: John Mayer Live In Los Angeles,341262,0.71349237053,SOKJITL12AB017E7FF,193.14,4,Who Did You Think I Was,3821471,TRANTAD128F92FD042,0,Pop_Rock
406,979,a7921b29-671a-4378-8a61-539cf73d7588,Floyd Cramer,14601,0.0,125.85751,0.0,2,-19.115,1,The Essential Floyd Cramer,295587,0.537503904192,SOUAUZJ12A8C137CDA,104.79299999999999,1,Stood Up,3325298,TRANTCK128F428AC39,1979,Country
407,980,149e6720-4e4a-41a4-afca-6d29083fc091,Bad Religion,1757,0.0,138.52688999999998,0.0,8,-3.3760000000000003,1,Generator,104875,0.40723301490099995,SOVBYCN12A8C13AABC,139.755,1,Fertile Crescent (bonus track),1083697,TRANTOT128F428ACD8,1992,Pop_Rock
408,981,90dcf7e4-4df5-44cb-a120-3765db263418,Roy Rogers,118077,0.0,158.01424,0.0,10,-18.519000000000002,1,King Of The Cowboys,563784,,SOUUKDE12AB018956E,115.319,4,Ride Ranger Ride,6240235,TRANTRC128F9355329,0,Country
409,984,c1686436-e675-4487-a001-c8405c11090a,Charlie Peacock,51778,0.0,298.70975,0.0,9,-8.872,0,Charlie Peacock,489080,,SONDARV12AB017C7CD,194.65900000000002,4,Down in the Lowlands,5418629,TRANSGS128F9303A11,1986,Pop_Rock
410,987,7e9ca90d-8ad1-48f8-bb5b-d4b706251aee,The Dylans,193186,0.0,410.98404,0.0,2,-14.744000000000002,1,The Dylans,185131,0.253834736132,SOKSFXW12A8AE48407,106.035,4,I Hope The Weather Stays Fine (Remix),2004591,TRANSVK128F423842C,1991,Pop_Rock
411,988,f053ae01-dae6-4aae-9883-e8c279fdbef4,Seal,1408,0.0,258.63791000000003,0.0,4,-9.302999999999999,1,Human Being,387111,0.517657895945,SOXCQIQ12AB017D8DB,146.75799999999998,4,When A Man Is Wrong (Album Version),4292930,TRANSUM128F92E8DF3,1998,Pop_Rock
412,993,f115c91a-2f30-4c0a-a6ce-e67411f2247f,The Refreshments,-1,0.0,175.96036,0.0,7,-5.204,1,24-7,686954,0.0,SODQPDV12AC468903A,193.584,4,Lana Lee,7624115,TRANSAG12903CEBAED,0,Pop_Rock
413,994,de9a6f7e-6cf7-40b5-8cbc-2e354bf890d0,Doyle Bramhall,-1,0.0,252.36853,0.0,2,-7.194,1,Is It News,539725,0.0,SOLCSRR12AB017E36E,89.92200000000001,3,Ooh Wee Baby,5991061,TRANALJ128F9318BAF,2007,Blues
414,999,951d2103-9c7d-4849-ae60-88bf6aa4790b,KT Tunstall,2265,0.0,308.63628,0.0,7,-10.997,1,Other Side Of The World,11076,,SOFDEKM12A6701E597,128.205,4,Boo Hoo,113788,TRANAHT128E07895F8,2005,Pop_Rock
415,1000,67bb73ee-e70c-4bfd-9bf1-e7a09768f9a9,Milk Inc.,-1,0.0,430.65424,0.0,0,-10.674000000000001,1,Apocalypse Cow,31528,0.21508031850900003,SOMYPEW12A6D4F6C04,140.023,4,Losing Love (DJ Wout Remix),340931,TRANAIE128F146E588,1999,Pop_Rock
416,1003,5a5d32e1-f3d2-4fde-8b41-24a78e696b83,Cece Winans,8496,0.0,288.91382999999996,0.0,11,-8.998,1,Everlasting Love,514111,0.383934684279,SOXIWDR12AF72A5E4E,124.766,4,The Wind (Tears For You),5691376,TRANADU128F9345BC8,1998,Religious
417,1006,d75d1f08-bbb8-4eae-9877-399ca9121197,Mobb Deep,2170,0.0,50.15465,0.0,10,-13.662,1,The Infamous,294998,0.59436248884,SONGITI12AF72A2AF5,93.785,4,(The Grave Prelude),3320751,TRANAGV128F4289B5F,1995,Rap
418,1008,5803c81e-739a-4057-9a5c-cf84e55db630,Quincy Jones,5307,0.0,204.82567,0.0,11,-12.328,0,Watermelon Man,168502,,SOSRXYE12A8C13E41A,109.86,1,Exodus,1782102,TRANFIR128F429180A,1988,Jazz
419,1010,4a41c200-153b-4158-87b3-db0fea627e2c,George Lopez,-1,0.0,297.22077,0.0,10,-15.149000000000001,1,Team Leader,591018,,SONKRUI12AF72A1956,75.11399999999999,1,Dogs,6554942,TRANFDB12903CD486C,2003,Comedy_Spoken
420,1012,2db6e9c3-5aa1-4876-9ec6-8f18c75d5210,Pascal Obispo,6630,0.0,246.56933999999998,0.0,6,-8.908999999999999,0,Les Fleurs Du Bien,280475,0.340922755864,SOCLLWU12A8AE47C66,130.05700000000002,4,La Machine,3126034,TRANFNQ128F425EF2B,2006,International
421,1015,1fc35d77-fcab-4170-8303-b83ce91cdb6a,Opiate For The Masses,121890,0.0,233.11628,0.0,9,-3.3,1,Manifesto,739767,,SOQPFPI12AF72AC7F4,80.006,3,21st Century Time Bomb,8195289,TRANFFQ12903CFFF64,2008,Pop_Rock
422,1018,147de9f1-2083-4fe9-82c2-2487ed626d9b,White Willow,-1,0.0,659.46077,0.0,6,-12.517999999999999,0,Sacrament,680973,0.0,SOZJIWO12AB0189335,101.34100000000001,3,The Reach,7555986,TRANOXA12903CDB0ED,2000,Pop_Rock
423,1020,870aaacf-ef15-4633-856b-212a1054377e,Plump DJs,-1,0.0,304.45669,0.0,9,-6.934,1,Eargasm,213506,0.583571263136,SOCVHWL12A8C13E56D,134.113,4,Weighed Down,2323428,TRANOEV128F427957F,2003,Electronic
424,1021,01d336ae-7f79-496d-94f9-211b57517b17,Sugar Minott,85496,0.0,290.35057,0.0,1,-11.107000000000001,1,Sugar Minott at Studio One,265616,0.379523324422,SOFZQHK12A8C13B23E,158.05100000000002,4,Try Love,2871698,TRANOKE128F42703A6,1977,Reggae
425,1026,72402b72-3c5d-43ee-ba41-5affbdef9bad,Fudge Tunnel,160624,0.0,325.72036,0.0,4,-13.702,0,Hate Songs in E Minor,690713,,SOWIEEH12AC468C6C1,140.638,3,Spanish Fly,7665483,TRANHQG12903CF5C15,1991,Pop_Rock
426,1027,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,5232,0.0,245.36771000000002,0.0,5,-4.5360000000000005,1,Fearless,382330,0.853828892799,SOTNWCI12AAF3B2028,160.786,4,The Way I Loved You,4243063,TRANHYE128F92DE232,2008,Country
427,1028,406552d4-5ba1-4226-b7c0-367bc50fc767,Faith Hill,593,0.0,189.67465,0.0,6,-16.402,1,Joy To The World,322647,0.637148190776,SOBVERW12AAF3B56C0,37.656,4,Silent Night_ Holy Night! (Album Version),3635973,TRANHJV128F92D819D,2008,Country
428,1029,9653afd0-27af-40ff-ad60-caf1b79b18c5,Ashes to Ashes,59392,0.0,215.40526,0.0,1,-6.125,1,Plaything,181787,,SOPYTTP12A81C22D88,110.005,4,Pass The Earplugs,1963484,TRANHEK128F4230E25,0,Pop_Rock
429,1031,783b9eec-e8d2-48b7-b41f-ba1a1d3e155f,Dusminguet,-1,0.0,173.97506,0.0,7,-9.687999999999999,1,Vafalungo,155097,0.349166902125,SOKWAIM12A8C137350,106.073,4,Africa,1623654,TRANHRS128F426B925,1998,Latin
430,1033,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,10490,0.0,116.92363,0.0,2,-6.999,1,Got Live if you want it!,347282,,SOIJYGX12AB0185610,173.845,1,Fortune Teller,3886285,TRANHKC128F9309BF4,1963,Pop_Rock
431,1035,94ff7d3c-27e1-4628-9b81-477f911295cd,Kool Moe Dee,7994,0.0,272.8224,0.0,1,-11.151,1,How Ya Like Me Now,326817,0.597339042783,SOAKFMO12AB017DE84,110.15299999999999,4,Way Way Back,3679240,TRANHQB128F92E1B21,1987,Rap
432,1039,3bdcd49d-212e-4f4f-877a-eac1e4a2bddc,Naughty By Nature,7556,0.0,216.60689,0.0,6,-12.710999999999999,0,19 Naughty III,45989,0.439202489315,SOQDTMC12A6D4FA1D2,199.65200000000002,4,The Hood Comes First (LP Version),491178,TRANMXY128F1489C65,1993,Rap
433,1040,401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,-1,0.0,262.00771000000003,0.0,7,-6.547999999999999,1,Dance Into The Light,19068,0.648557471376,SOXHMJM12A58A7A33A,87.87100000000001,3,Dance Into The Light (LP Version),201257,TRANMKF128E07995A8,1996,Pop_Rock
434,1041,62da2ead-f055-4ad0-b939-3274bb2c54b2,Poncho Sanchez,-1,0.0,372.37506,0.0,5,-11.950999999999999,0,El Mejor,323429,,SOPYDEH12AAF3B279A,111.985,7,Lip Smacker,3642007,TRANMJW128F92D944A,2004,Jazz
435,1042,b2230eb0-1785-4386-a04f-c6f216d55352,Natural Elements,83197,0.0,220.83872999999997,0.0,4,-12.140999999999998,0,1999: 10 Year Anniversary,647577,0.0,SOILDHG12AB0188DDF,76.76,7,NE Thang,7173262,TRANMNY128F934FE38,0,Rap
436,1045,fbe356cb-29eb-4e4f-93f0-865c6452a1bd,Strata,5734,0.0,409.83465,0.0,7,-20.406,0,STRATA,380099,0.0,SORAWOD12A8C142B3F,91.854,3,Trio (1932)_ Movement 3: Moderato,4225917,TRANMHB128F92DAC10,2004,Pop_Rock
437,1046,28dbb728-054c-4c78-99c6-d999b6b636be,Frankie Negron,-1,0.0,260.8322,0.0,11,-6.035,0,Por Tu Placer,133549,0.615372255699,SOHKXIB12A81C207F1,125.007,4,Comerte A Besos (Bachata Version),1359361,TRANMSK128F4234DD8,0,Latin
438,1048,10f89195-3af1-46f5-aa36-504aa3309f5a,Albert King,9899,0.0,454.84362999999996,0.0,9,-13.004000000000001,1,Live In Canada,372628,,SODPBUM12A8C142299,96.804,3,I'm Gonna Move To The Outskirts Of Town - Live,4146827,TRANMSI128F92CB1A0,0,Blues
439,1050,3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5,N.E.R.D.,33544,0.0,222.6673,0.0,11,-5.795,1,Seeing Sounds,265386,,SOCSZBL12CF530E5B0,113.03399999999999,4,Intro / Time For Some Action,2855435,TRANMWO128F426C41A,2008,Pop_Rock
440,1051,f66b685d-9abe-4be6-8e59-9a7486be1964,Leona Naess,-1,0.0,179.74812,0.0,8,-9.042,1,Heavy Like Sunday,265378,0.683613541443,SOMMTIX12A8C139A75,147.256,4,Heavy Like Sunday,2855328,TRANMKA128F426C3B0,2008,Pop_Rock
441,1052,49fc7e46-5441-4b7e-996a-12dddf22a632,Estopa,1804,0.0,195.83955,0.0,11,-12.359000000000002,0,Estopa,293908,0.546635488572,SOUWQYP12A8C1373F2,142.869,4,Exiliado En El Lavabo,3302380,TRANJWP128F428560C,1999,Latin
442,1053,870aaacf-ef15-4633-856b-212a1054377e,Plump DJs,-1,0.0,490.55302,0.0,11,-8.564,1,Creepshow Remixes,169203,,SOOYFUC12A8C13F122,129.961,4,Creepshow Remixes (Soul Of Man Mix),1793113,TRANJMB128F42926E4,0,Electronic
443,1055,24c0aaf3-4ac2-4f9a-9ce6-a1545a96f017,Dennis Brown,41952,0.0,205.24363,0.0,1,-10.999,1,In The Mood,372530,,SODTWEQ12A8C140FDB,157.619,4,Go Now - Original,4144710,TRANJPA128F92CAE02,0,Reggae
